,classification_label,experiment,f1-score,precision,recall,support,test_label,test_website,train_label,train_website
63,list_price_label,1.1 - decision tree,1.0,1.0,1.0,14652.0,list_price_label,www.olx.ro,list_price_label,www.olx.ro
64,list_price_label,1.1 - decision tree,1.0,1.0,1.0,211.0,list_price_label,www.olx.ro,list_price_label,www.olx.ro
65,list_title_label,1.1 - decision tree,1.0,1.0,1.0,6958.0,list_title_label,lajumate.ro,list_title_label,lajumate.ro
66,list_title_label,1.1 - decision tree,1.0,1.0,1.0,156.0,list_title_label,lajumate.ro,list_title_label,lajumate.ro
67,list_title_label,1.1 - decision tree,1.0,1.0,1.0,510.0,list_title_label,www.aliexpress.com,list_title_label,www.aliexpress.com
68,list_title_label,1.1 - decision tree,1.0,1.0,1.0,9.0,list_title_label,www.aliexpress.com,list_title_label,www.aliexpress.com
69,list_title_label,1.1 - decision tree,1.0,1.0,1.0,7745.0,list_title_label,www.amazon.com,list_title_label,www.amazon.com
70,list_title_label,1.1 - decision tree,1.0,1.0,1.0,61.0,list_title_label,www.amazon.com,list_title_label,www.amazon.com
71,list_title_label,1.1 - decision tree,1.0,1.0,1.0,4481.0,list_title_label,www.emag.ro,list_title_label,www.emag.ro
72,list_title_label,1.1 - decision tree,1.0,1.0,1.0,83.0,list_title_label,www.emag.ro,list_title_label,www.emag.ro
73,list_title_label,1.1 - decision tree,1.0,1.0,1.0,25051.0,list_title_label,www.okazii.ro,list_title_label,www.okazii.ro
74,list_title_label,1.1 - decision tree,1.0,1.0,1.0,213.0,list_title_label,www.okazii.ro,list_title_label,www.okazii.ro
75,list_title_label,1.1 - decision tree,1.0,1.0,1.0,14652.0,list_title_label,www.olx.ro,list_title_label,www.olx.ro
76,list_title_label,1.1 - decision tree,1.0,1.0,1.0,211.0,list_title_label,www.olx.ro,list_title_label,www.olx.ro
77,detail_description_label,1.2 - decision tree,1.0,1.0,1.0,101664.0,all,www.emag.ro,detail_description_label,www.emag.ro
78,detail_description_label,1.2 - decision tree,1.0,1.0,1.0,7.0,all,www.emag.ro,detail_description_label,www.emag.ro
79,detail_image_label,1.2 - decision tree,1.0,1.0,1.0,101653.0,all,www.emag.ro,detail_image_label,www.emag.ro
80,detail_image_label,1.2 - decision tree,1.0,1.0,1.0,18.0,all,www.emag.ro,detail_image_label,www.emag.ro
81,detail_price_label,1.2 - decision tree,1.0,1.0,1.0,101662.0,all,www.emag.ro,detail_price_label,www.emag.ro
82,detail_price_label,1.2 - decision tree,1.0,1.0,1.0,9.0,all,www.emag.ro,detail_price_label,www.emag.ro
83,detail_title_label,1.2 - decision tree,0.9999360579216856,1.0,0.9998721240200273,101661.0,all,www.emag.ro,detail_title_label,www.emag.ro
84,detail_title_label,1.2 - decision tree,0.6060606060606061,0.43478260869565216,1.0,10.0,all,www.emag.ro,detail_title_label,www.emag.ro
85,list_image_label,1.2 - decision tree,0.9852455406298172,1.0,0.9709201388888888,101376.0,all,www.emag.ro,list_image_label,www.emag.ro
86,list_image_label,1.2 - decision tree,0.16676088185415489,0.09096515572001233,1.0,295.0,all,www.emag.ro,list_image_label,www.emag.ro
87,list_price_label,1.2 - decision tree,0.9999702413427106,0.9999504032218067,0.9999900802507713,100809.0,all,www.emag.ro,list_price_label,www.emag.ro
88,list_price_label,1.2 - decision tree,0.9965116279069768,0.9988344988344988,0.994199535962877,862.0,all,www.emag.ro,list_price_label,www.emag.ro
89,list_title_label,1.2 - decision tree,0.9992114542469883,0.9998015065651703,0.9986220979797379,100878.0,all,www.emag.ro,list_title_label,www.emag.ro
90,list_title_label,1.2 - decision tree,0.9067448680351906,0.8475877192982456,0.9747793190416141,793.0,all,www.emag.ro,list_title_label,www.emag.ro
91,detail_description_label,1.2 - decision tree,0.9999059316795227,1.0,0.9998118810550786,74421.0,all,lajumate.ro,detail_description_label,lajumate.ro
92,detail_description_label,1.2 - decision tree,0.7083333333333333,0.5483870967741935,1.0,17.0,all,lajumate.ro,detail_description_label,lajumate.ro
93,detail_image_label,1.2 - decision tree,1.0,1.0,1.0,74368.0,all,lajumate.ro,detail_image_label,lajumate.ro
94,detail_image_label,1.2 - decision tree,1.0,1.0,1.0,70.0,all,lajumate.ro,detail_image_label,lajumate.ro
95,detail_price_label,1.2 - decision tree,0.9783515910276475,1.0,0.9576206280316569,74423.0,all,lajumate.ro,detail_price_label,lajumate.ro
96,detail_price_label,1.2 - decision tree,0.009422110552763817,0.004733354370463868,1.0,15.0,all,lajumate.ro,detail_price_label,lajumate.ro
97,detail_title_label,1.2 - decision tree,0.9997715268724716,1.0,0.9995431581210362,74424.0,all,lajumate.ro,detail_title_label,lajumate.ro
98,detail_title_label,1.2 - decision tree,0.45161290322580644,0.2916666666666667,1.0,14.0,all,lajumate.ro,detail_title_label,lajumate.ro
99,list_price_label,1.2 - decision tree,0.9968745105783177,1.0,0.9937684976513074,73658.0,all,lajumate.ro,list_price_label,lajumate.ro
100,list_price_label,1.2 - decision tree,0.7726597325408618,0.6295399515738499,1.0,780.0,all,lajumate.ro,list_price_label,lajumate.ro
101,list_title_label,1.2 - decision tree,0.9960745829244357,1.0,0.9921798631476051,73656.0,all,lajumate.ro,list_title_label,lajumate.ro
102,list_title_label,1.2 - decision tree,0.7308411214953271,0.5758468335787923,1.0,782.0,all,lajumate.ro,list_title_label,lajumate.ro
103,detail_description_label,1.2 - decision tree,0.9990972828212921,1.0,0.9981961939692752,33263.0,all,www.aliexpress.com,detail_description_label,www.aliexpress.com
104,detail_description_label,1.2 - decision tree,0.11764705882352941,0.0625,1.0,4.0,all,www.aliexpress.com,detail_description_label,www.aliexpress.com
105,detail_image_label,1.2 - decision tree,0.998765878032629,1.0,0.9975347984246761,33263.0,all,www.aliexpress.com,detail_image_label,www.aliexpress.com
106,detail_image_label,1.2 - decision tree,0.08888888888888888,0.046511627906976744,1.0,4.0,all,www.aliexpress.com,detail_image_label,www.aliexpress.com
107,detail_title_label,1.2 - decision tree,0.9998346237690746,1.0,0.9996693022277005,33263.0,all,www.aliexpress.com,detail_title_label,www.aliexpress.com
108,detail_title_label,1.2 - decision tree,0.4210526315789474,0.26666666666666666,1.0,4.0,all,www.aliexpress.com,detail_title_label,www.aliexpress.com
109,list_image_label,1.2 - decision tree,0.9967234897099458,1.0,0.9934683803389218,33223.0,all,www.aliexpress.com,list_image_label,www.aliexpress.com
110,list_image_label,1.2 - decision tree,0.2885245901639344,0.1685823754789272,1.0,44.0,all,www.aliexpress.com,list_image_label,www.aliexpress.com
111,list_price_label,1.2 - decision tree,0.9995181738790014,1.0,0.9990368118472143,33223.0,all,www.aliexpress.com,list_price_label,www.aliexpress.com
112,list_price_label,1.2 - decision tree,0.7333333333333334,0.5789473684210527,1.0,44.0,all,www.aliexpress.com,list_price_label,www.aliexpress.com
113,list_title_label,1.2 - decision tree,0.9977374200555086,1.0,0.9954850555338169,33223.0,all,www.aliexpress.com,list_title_label,www.aliexpress.com
114,list_title_label,1.2 - decision tree,0.36974789915966383,0.2268041237113402,1.0,44.0,all,www.aliexpress.com,list_title_label,www.aliexpress.com
115,detail_image_label,1.2 - decision tree,1.0,1.0,1.0,99096.0,all,www.amazon.com,detail_image_label,www.amazon.com
116,detail_image_label,1.2 - decision tree,1.0,1.0,1.0,10.0,all,www.amazon.com,detail_image_label,www.amazon.com
117,detail_price_label,1.2 - decision tree,1.0,1.0,1.0,99096.0,all,www.amazon.com,detail_price_label,www.amazon.com
118,detail_price_label,1.2 - decision tree,1.0,1.0,1.0,10.0,all,www.amazon.com,detail_price_label,www.amazon.com
119,detail_title_label,1.2 - decision tree,0.9999747713018513,1.0,0.9999495438766449,99096.0,all,www.amazon.com,detail_title_label,www.amazon.com
120,detail_title_label,1.2 - decision tree,0.8,0.6666666666666666,1.0,10.0,all,www.amazon.com,detail_title_label,www.amazon.com
121,list_image_label,1.2 - decision tree,0.9992757990266333,1.0,0.998552646228277,98801.0,all,www.amazon.com,list_image_label,www.amazon.com
122,list_image_label,1.2 - decision tree,0.8100929614873837,0.6808035714285714,1.0,305.0,all,www.amazon.com,list_image_label,www.amazon.com
123,list_price_label,1.2 - decision tree,0.9988152498607665,1.0,0.9976333036653451,98872.0,all,www.amazon.com,list_price_label,www.amazon.com
124,list_price_label,1.2 - decision tree,0.6666666666666666,0.5,1.0,234.0,all,www.amazon.com,list_price_label,www.amazon.com
125,list_title_label,1.2 - decision tree,1.0,1.0,1.0,98801.0,all,www.amazon.com,list_title_label,www.amazon.com
126,list_title_label,1.2 - decision tree,1.0,1.0,1.0,305.0,all,www.amazon.com,list_title_label,www.amazon.com
127,detail_description_label,1.2 - decision tree,0.9999880203079738,0.9999952080887462,0.9999808326305298,208688.0,all,www.okazii.ro,detail_description_label,www.okazii.ro
128,detail_description_label,1.2 - decision tree,0.8275862068965517,0.75,0.9230769230769231,13.0,all,www.okazii.ro,detail_description_label,www.okazii.ro
129,detail_image_label,1.2 - decision tree,0.9971093751877225,1.0,0.9942354136318332,208688.0,all,www.okazii.ro,detail_image_label,www.okazii.ro
130,detail_image_label,1.2 - decision tree,0.02115541090317331,0.01069078947368421,1.0,13.0,all,www.okazii.ro,detail_image_label,www.okazii.ro
131,detail_price_label,1.2 - decision tree,0.9999616643425675,1.0,0.9999233316242675,208691.0,all,www.okazii.ro,detail_price_label,www.okazii.ro
132,detail_price_label,1.2 - decision tree,0.5555555555555556,0.38461538461538464,1.0,10.0,all,www.okazii.ro,detail_price_label,www.okazii.ro
133,detail_title_label,1.2 - decision tree,0.9978822614182605,1.0,0.9957734735147258,208682.0,all,www.okazii.ro,detail_title_label,www.okazii.ro
134,detail_title_label,1.2 - decision tree,0.041304347826086954,0.021087680355160933,1.0,19.0,all,www.okazii.ro,detail_title_label,www.okazii.ro
135,list_image_label,1.2 - decision tree,0.99992770526884,1.0,0.9998554209899807,207499.0,all,www.okazii.ro,list_image_label,www.okazii.ro
136,list_image_label,1.2 - decision tree,0.9876746096959738,0.9756493506493507,1.0,1202.0,all,www.okazii.ro,list_image_label,www.okazii.ro
137,list_price_label,1.2 - decision tree,0.9981099237451994,1.0,0.9962269787882,207526.0,all,www.okazii.ro,list_price_label,www.okazii.ro
138,list_price_label,1.2 - decision tree,0.7500797957229492,0.6001021450459653,1.0,1175.0,all,www.okazii.ro,list_price_label,www.okazii.ro
139,list_title_label,1.2 - decision tree,0.9998121360135263,1.0,0.9996243425995492,207636.0,all,www.okazii.ro,list_title_label,www.okazii.ro
140,list_title_label,1.2 - decision tree,0.9646739130434783,0.931758530183727,1.0,1065.0,all,www.okazii.ro,list_title_label,www.okazii.ro
141,detail_description_label,1.2 - decision tree,0.9896745671872279,1.0,0.979560184317986,133465.0,all,www.olx.ro,detail_description_label,www.olx.ro
142,detail_description_label,1.2 - decision tree,0.013024602026049204,0.0065549890750182084,1.0,18.0,all,www.olx.ro,detail_description_label,www.olx.ro
143,detail_image_label,1.2 - decision tree,0.9999850130012214,1.0,0.9999700264516564,133451.0,all,www.olx.ro,detail_image_label,www.olx.ro
144,detail_image_label,1.2 - decision tree,0.9411764705882353,0.8888888888888888,1.0,32.0,all,www.olx.ro,detail_image_label,www.olx.ro
145,detail_price_label,1.2 - decision tree,0.9998388831228198,1.0,0.9996778181545724,133465.0,all,www.olx.ro,detail_price_label,www.olx.ro
146,detail_price_label,1.2 - decision tree,0.4556962025316456,0.29508196721311475,1.0,18.0,all,www.olx.ro,detail_price_label,www.olx.ro
147,detail_title_label,1.2 - decision tree,1.0,1.0,1.0,133483.0,all,www.olx.ro,detail_title_label,www.olx.ro
148,list_image_label,1.2 - decision tree,0.997733816079691,1.0,0.9954778801147516,132460.0,all,www.olx.ro,list_image_label,www.olx.ro
149,list_image_label,1.2 - decision tree,0.7735349716446124,0.6307028360049322,1.0,1023.0,all,www.olx.ro,list_image_label,www.olx.ro
150,list_price_label,1.2 - decision tree,1.0,1.0,1.0,132429.0,all,www.olx.ro,list_price_label,www.olx.ro
151,list_price_label,1.2 - decision tree,1.0,1.0,1.0,1054.0,all,www.olx.ro,list_price_label,www.olx.ro
152,list_title_label,1.2 - decision tree,1.0,1.0,1.0,132429.0,all,www.olx.ro,list_title_label,www.olx.ro
153,list_title_label,1.2 - decision tree,1.0,1.0,1.0,1054.0,all,www.olx.ro,list_title_label,www.olx.ro
154,detail_description_label,1.3 - decision tree,1.0,1.0,1.0,14885.0,all,lajumate.ro,all,lajumate.ro
155,detail_description_label,1.3 - decision tree,1.0,1.0,1.0,3.0,all,lajumate.ro,all,lajumate.ro
156,detail_image_label,1.3 - decision tree,1.0,1.0,1.0,14874.0,all,lajumate.ro,all,lajumate.ro
157,detail_image_label,1.3 - decision tree,1.0,1.0,1.0,14.0,all,lajumate.ro,all,lajumate.ro
158,detail_price_label,1.3 - decision tree,1.0,1.0,1.0,14885.0,all,lajumate.ro,all,lajumate.ro
159,detail_price_label,1.3 - decision tree,1.0,1.0,1.0,3.0,all,lajumate.ro,all,lajumate.ro
160,detail_title_label,1.3 - decision tree,1.0,1.0,1.0,14885.0,all,lajumate.ro,all,lajumate.ro
161,detail_title_label,1.3 - decision tree,1.0,1.0,1.0,3.0,all,lajumate.ro,all,lajumate.ro
162,list_image_label,1.3 - decision tree,1.0,1.0,1.0,14888.0,all,lajumate.ro,all,lajumate.ro
163,list_price_label,1.3 - decision tree,1.0,1.0,1.0,14732.0,all,lajumate.ro,all,lajumate.ro
164,list_price_label,1.3 - decision tree,1.0,1.0,1.0,156.0,all,lajumate.ro,all,lajumate.ro
165,list_title_label,1.3 - decision tree,1.0,1.0,1.0,14732.0,all,lajumate.ro,all,lajumate.ro
166,list_title_label,1.3 - decision tree,1.0,1.0,1.0,156.0,all,lajumate.ro,all,lajumate.ro
167,detail_description_label,1.3 - decision tree,1.0,1.0,1.0,6653.0,all,www.aliexpress.com,all,www.aliexpress.com
168,detail_description_label,1.3 - decision tree,1.0,1.0,1.0,1.0,all,www.aliexpress.com,all,www.aliexpress.com
169,detail_image_label,1.3 - decision tree,1.0,1.0,1.0,6653.0,all,www.aliexpress.com,all,www.aliexpress.com
170,detail_image_label,1.3 - decision tree,1.0,1.0,1.0,1.0,all,www.aliexpress.com,all,www.aliexpress.com
171,detail_price_label,1.3 - decision tree,1.0,1.0,1.0,6654.0,all,www.aliexpress.com,all,www.aliexpress.com
172,detail_title_label,1.3 - decision tree,0.9999248402856069,1.0,0.9998496918683301,6653.0,all,www.aliexpress.com,all,www.aliexpress.com
173,detail_title_label,1.3 - decision tree,0.6666666666666666,0.5,1.0,1.0,all,www.aliexpress.com,all,www.aliexpress.com
174,list_image_label,1.3 - decision tree,1.0,1.0,1.0,6645.0,all,www.aliexpress.com,all,www.aliexpress.com
175,list_image_label,1.3 - decision tree,1.0,1.0,1.0,9.0,all,www.aliexpress.com,all,www.aliexpress.com
176,list_price_label,1.3 - decision tree,1.0,1.0,1.0,6645.0,all,www.aliexpress.com,all,www.aliexpress.com
177,list_price_label,1.3 - decision tree,1.0,1.0,1.0,9.0,all,www.aliexpress.com,all,www.aliexpress.com
178,list_title_label,1.3 - decision tree,1.0,1.0,1.0,6645.0,all,www.aliexpress.com,all,www.aliexpress.com
179,list_title_label,1.3 - decision tree,1.0,1.0,1.0,9.0,all,www.aliexpress.com,all,www.aliexpress.com
180,detail_description_label,1.3 - decision tree,1.0,1.0,1.0,19822.0,all,www.amazon.com,all,www.amazon.com
181,detail_image_label,1.3 - decision tree,1.0,1.0,1.0,19820.0,all,www.amazon.com,all,www.amazon.com
182,detail_image_label,1.3 - decision tree,1.0,1.0,1.0,2.0,all,www.amazon.com,all,www.amazon.com
183,detail_price_label,1.3 - decision tree,1.0,1.0,1.0,19820.0,all,www.amazon.com,all,www.amazon.com
184,detail_price_label,1.3 - decision tree,1.0,1.0,1.0,2.0,all,www.amazon.com,all,www.amazon.com
185,detail_title_label,1.3 - decision tree,1.0,1.0,1.0,19820.0,all,www.amazon.com,all,www.amazon.com
186,detail_title_label,1.3 - decision tree,1.0,1.0,1.0,2.0,all,www.amazon.com,all,www.amazon.com
187,list_image_label,1.3 - decision tree,1.0,1.0,1.0,19761.0,all,www.amazon.com,all,www.amazon.com
188,list_image_label,1.3 - decision tree,1.0,1.0,1.0,61.0,all,www.amazon.com,all,www.amazon.com
189,list_price_label,1.3 - decision tree,1.0,1.0,1.0,19775.0,all,www.amazon.com,all,www.amazon.com
190,list_price_label,1.3 - decision tree,1.0,1.0,1.0,47.0,all,www.amazon.com,all,www.amazon.com
191,list_title_label,1.3 - decision tree,1.0,1.0,1.0,19761.0,all,www.amazon.com,all,www.amazon.com
192,list_title_label,1.3 - decision tree,1.0,1.0,1.0,61.0,all,www.amazon.com,all,www.amazon.com
193,detail_description_label,1.3 - decision tree,0.999950818865883,1.0,0.9999016425690961,20334.0,all,www.emag.ro,all,www.emag.ro
194,detail_description_label,1.3 - decision tree,0.5,0.3333333333333333,1.0,1.0,all,www.emag.ro,all,www.emag.ro
195,detail_image_label,1.3 - decision tree,1.0,1.0,1.0,20331.0,all,www.emag.ro,all,www.emag.ro
196,detail_image_label,1.3 - decision tree,1.0,1.0,1.0,4.0,all,www.emag.ro,all,www.emag.ro
197,detail_price_label,1.3 - decision tree,1.0,1.0,1.0,20333.0,all,www.emag.ro,all,www.emag.ro
198,detail_price_label,1.3 - decision tree,1.0,1.0,1.0,2.0,all,www.emag.ro,all,www.emag.ro
199,detail_title_label,1.3 - decision tree,1.0,1.0,1.0,20333.0,all,www.emag.ro,all,www.emag.ro
200,detail_title_label,1.3 - decision tree,1.0,1.0,1.0,2.0,all,www.emag.ro,all,www.emag.ro
201,list_image_label,1.3 - decision tree,1.0,1.0,1.0,20276.0,all,www.emag.ro,all,www.emag.ro
202,list_image_label,1.3 - decision tree,1.0,1.0,1.0,59.0,all,www.emag.ro,all,www.emag.ro
203,list_price_label,1.3 - decision tree,1.0,1.0,1.0,20163.0,all,www.emag.ro,all,www.emag.ro
204,list_price_label,1.3 - decision tree,1.0,1.0,1.0,172.0,all,www.emag.ro,all,www.emag.ro
205,list_title_label,1.3 - decision tree,1.0,1.0,1.0,20176.0,all,www.emag.ro,all,www.emag.ro
206,list_title_label,1.3 - decision tree,1.0,1.0,1.0,159.0,all,www.emag.ro,all,www.emag.ro
207,detail_description_label,1.3 - decision tree,0.9999880206523952,0.9999760415917966,1.0,41738.0,all,www.okazii.ro,all,www.okazii.ro
208,detail_description_label,1.3 - decision tree,0.8,1.0,0.6666666666666666,3.0,all,www.okazii.ro,all,www.okazii.ro
209,detail_image_label,1.3 - decision tree,1.0,1.0,1.0,41738.0,all,www.okazii.ro,all,www.okazii.ro
210,detail_image_label,1.3 - decision tree,1.0,1.0,1.0,3.0,all,www.okazii.ro,all,www.okazii.ro
211,detail_price_label,1.3 - decision tree,0.9999880206523952,1.0,0.9999760415917966,41739.0,all,www.okazii.ro,all,www.okazii.ro
212,detail_price_label,1.3 - decision tree,0.8,0.6666666666666666,1.0,2.0,all,www.okazii.ro,all,www.okazii.ro
213,detail_title_label,1.3 - decision tree,1.0,1.0,1.0,41737.0,all,www.okazii.ro,all,www.okazii.ro
214,detail_title_label,1.3 - decision tree,1.0,1.0,1.0,4.0,all,www.okazii.ro,all,www.okazii.ro
215,list_image_label,1.3 - decision tree,1.0,1.0,1.0,41501.0,all,www.okazii.ro,all,www.okazii.ro
